,location,side_a,side_a_2nd,side_b,side_b_2nd,incompatibility,territory_name,cumulative_intensity,type_of_conflict,type_of_conflict_name,start_date,start_date2,ep_end,region,region_name
1678,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,,1,Ogaden,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",1/11/1964,10/31/1976,0,4,Africa
1679,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,,1,Ogaden,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",1/11/1964,10/31/1976,0,4,Africa
1680,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,,1,Ogaden,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",1/11/1964,10/31/1976,0,4,Africa
1681,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,,1,Ogaden,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",1/11/1964,10/31/1976,0,4,Africa
1682,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,,1,Ogaden,1,4,"internationalized intrastate (side A is always a government; side B is always one or more rebel groups; there is involvement of foreign governments with troops, i.e. there is at least ONE side_a_2nd or side_b_2nd coded)",1/11/1964,10/31/1976,1,4,Africa
1683,Ethiopia,Government of Ethiopia,,AIAI,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,10/13/1993,0,4,Africa
1684,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,10/13/1993,1,4,Africa
1685,Ethiopia,Government of Ethiopia,,"AIAI, ONLF",,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,8/9/1996,1,4,Africa
1686,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1687,Ethiopia,Government of Ethiopia,,"AIAI, ONLF",,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1688,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1689,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1690,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1691,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1692,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1693,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1694,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1695,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1696,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1697,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1698,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1699,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1700,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1701,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1702,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1703,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,0,4,Africa
1704,Ethiopia,Government of Ethiopia,,ONLF,,1,Ogaden,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/11/1964,12/31/1998,1,4,Africa
1705,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1706,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1707,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1708,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1709,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1710,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1711,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1712,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1713,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1714,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1715,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1716,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1717,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,0,3,Asia
1718,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/7/1975,1,3,Asia
1719,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,12/15/1992,1,3,Asia
1720,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,5/31/1997,0,3,Asia
1721,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,5/31/1997,0,3,Asia
1722,Indonesia,Government of Indonesia,,CNRT,,1,East Timor,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/7/1975,5/31/1997,1,3,Asia
1723,Morocco,Government of Morocco,,POLISARIO,,1,Sahrawi Arab Democratic Republic (Western Sahara),0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",9/1/1975,11/4/1975,0,4,Africa
